
X0 0; Y0 0; Smax 10000; p 0.050000; temps moyen 0.000000 p' 1.000000
X0 2; Y0 2; Smax 1000000; p 0.450000; temps moyen 3387.515352 p' 0.901670
X0 2; Y0 2; Smax 1000000; p 0.550000; temps moyen 4636.603623 p' 0.876683
X0 2; Y0 2; Smax 1000000; p 0.650000; temps moyen 33758.590675 p' 0.805521
X0 2; Y0 2; Smax 1000000; p 0.750000; temps moyen 42522.856001 p' 0.563743
X0 2; Y0 2; Smax 1000000; p 0.850000; temps moyen 44101.840035 p' 0.236950
X0 2; Y0 2; Smax 1000000; p 0.950000; temps moyen 39883.942575 p' 0.047503
X0 2; Y0 5; Smax 1000000; p 0.050000; temps moyen 3133.903632 p' 0.936081
X0 2; Y0 5; Smax 1000000; p 0.150000; temps moyen 2988.622683 p' 0.932588
X0 2; Y0 5; Smax 1000000; p 0.250000; temps moyen 3386.627449 p' 0.921800
X0 2; Y0 5; Smax 1000000; p 0.350000; temps moyen 3512.736702 p' 0.915645
X0 2; Y0 5; Smax 1000000; p 0.450000; temps moyen 3462.374611 p' 0.901647
X0 2; Y0 5; Smax 1000000; p 0.550000; temps moyen 5708.519143 p' 0.874538
X0 2; Y0 5; Smax 1000000; p 0.650000; temps moyen 38749.130260 p' 0.784687
X0 2; Y0 5; Smax 1000000; p 0.750000; temps moyen 54778.144371 p' 0.487930
X0 2; Y0 5; Smax 1000000; p 0.850000; temps moyen 63854.384847 p' 0.155872
X0 2; Y0 5; Smax 1000000; p 0.950000; temps moyen 43325.607897 p' 0.023743
X0 2; Y0 10; Smax 1000000; p 0.050000; temps moyen 3099.672570 p' 0.935176
X0 2; Y0 10; Smax 1000000; p 0.150000; temps moyen 3320.678675 p' 0.928337
X0 2; Y0 10; Smax 1000000; p 0.250000; temps moyen 3403.589747 p' 0.919593
X0 2; Y0 10; Smax 1000000; p 0.350000; temps moyen 3559.129077 p' 0.913916
X0 2; Y0 10; Smax 1000000; p 0.450000; temps moyen 4080.084645 p' 0.902826
X0 2; Y0 10; Smax 1000000; p 0.550000; temps moyen 9763.879575 p' 0.875212
X0 2; Y0 10; Smax 1000000; p 0.650000; temps moyen 47778.557637 p' 0.758864
X0 2; Y0 10; Smax 1000000; p 0.750000; temps moyen 70645.918088 p' 0.408610
X0 2; Y0 10; Smax 1000000; p 0.850000; temps moyen 80106.765196 p' 0.098805
X0 2; Y0 10; Smax 1000000; p 0.950000; temps moyen 48116.337880 p' 0.012409
X0 5; Y0 0; Smax 1000000; p 0.050000; temps moyen 610.648978 p' 0.991618
X0 5; Y0 0; Smax 1000000; p 0.150000; temps moyen 1665.382707 p' 0.974691
X0 5; Y0 0; Smax 1000000; p 0.250000; temps moyen 2338.157728 p' 0.953770
X0 5; Y0 0; Smax 1000000; p 0.350000; temps moyen 2817.463676 p' 0.934323
X0 5; Y0 0; Smax 1000000; p 0.450000; temps moyen 3393.137468 p' 0.907598
X0 5; Y0 0; Smax 1000000; p 0.550000; temps moyen 4969.781532 p' 0.875192
X0 5; Y0 0; Smax 1000000; p 0.650000; temps moyen 37197.308076 p' 0.794095
X0 5; Y0 0; Smax 1000000; p 0.750000; temps moyen 52431.613762 p' 0.500563
X0 5; Y0 0; Smax 1000000; p 0.850000; temps moyen 66337.335121 p' 0.158389
X0 5; Y0 0; Smax 1000000; p 0.950000; temps moyen 43635.880618 p' 0.021077
X0 5; Y0 1; Smax 1000000; p 0.050000; temps moyen 2590.114571 p' 0.945898
X0 5; Y0 1; Smax 1000000; p 0.150000; temps moyen 2760.909225 p' 0.938171
X0 5; Y0 1; Smax 1000000; p 0.250000; temps moyen 2943.250263 p' 0.932028
X0 5; Y0 1; Smax 1000000; p 0.350000; temps moyen 3102.845709 p' 0.919401
X0 5; Y0 1; Smax 1000000; p 0.450000; temps moyen 3476.882386 p' 0.904928
X0 5; Y0 1; Smax 1000000; p 0.550000; temps moyen 5280.305763 p' 0.876520
X0 5; Y0 1; Smax 1000000; p 0.650000; temps moyen 36641.705159 p' 0.793704
X0 5; Y0 1; Smax 1000000; p 0.750000; temps moyen 53198.160578 p' 0.491956
X0 5; Y0 1; Smax 1000000; p 0.850000; temps moyen 62505.248522 p' 0.162458
X0 5; Y0 1; Smax 1000000; p 0.950000; temps moyen 42635.703066 p' 0.024206
X0 5; Y0 2; Smax 1000000; p 0.050000; temps moyen 2981.397728 p' 0.938092
X0 5; Y0 2; Smax 1000000; p 0.150000; temps moyen 3143.975112 p' 0.930208
X0 5; Y0 2; Smax 1000000; p 0.250000; temps moyen 3393.286017 p' 0.920055
X0 5; Y0 2; Smax 1000000; p 0.350000; temps moyen 3278.238059 p' 0.913613
X0 5; Y0 2; Smax 1000000; p 0.450000; temps moyen 3672.591410 p' 0.901426
X0 5; Y0 2; Smax 1000000; p 0.550000; temps moyen 5828.024702 p' 0.875553
X0 5; Y0 2; Smax 1000000; p 0.650000; temps moyen 37562.453444 p' 0.790664
X0 5; Y0 2; Smax 1000000; p 0.750000; temps moyen 51204.558360 p' 0.493470
X0 5; Y0 2; Smax 1000000; p 0.850000; temps moyen 59979.575674 p' 0.168903
X0 5; Y0 2; Smax 1000000; p 0.950000; temps moyen 42292.503450 p' 0.025947
X0 5; Y0 5; Smax 1000000; p 0.050000; temps moyen 3186.107176 p' 0.935778
X0 5; Y0 5; Smax 1000000; p 0.150000; temps moyen 3373.300810 p' 0.928343
X0 5; Y0 5; Smax 1000000; p 0.250000; temps moyen 3443.739638 p' 0.922067
X0 5; Y0 5; Smax 1000000; p 0.350000; temps moyen 3478.179226 p' 0.914049
X0 5; Y0 5; Smax 1000000; p 0.450000; temps moyen 3945.401239 p' 0.903102
X0 5; Y0 5; Smax 1000000; p 0.550000; temps moyen 7662.684403 p' 0.876419
X0 5; Y0 5; Smax 1000000; p 0.650000; temps moyen 42330.992557 p' 0.777145
X0 5; Y0 5; Smax 1000000; p 0.750000; temps moyen 59412.832008 p' 0.454801
X0 5; Y0 5; Smax 1000000; p 0.850000; temps moyen 70016.310415 p' 0.141465
X0 5; Y0 5; Smax 1000000; p 0.950000; temps moyen 44981.728415 p' 0.020472
X0 5; Y0 10; Smax 1000000; p 0.050000; temps moyen 3385.253382 p' 0.934391
X0 5; Y0 10; Smax 1000000; p 0.150000; temps moyen 3241.552501 p' 0.927070
X0 5; Y0 10; Smax 1000000; p 0.250000; temps moyen 3673.746195 p' 0.919814
X0 5; Y0 10; Smax 1000000; p 0.350000; temps moyen 3663.037674 p' 0.916061
X0 5; Y0 10; Smax 1000000; p 0.450000; temps moyen 4288.231375 p' 0.903001
X0 5; Y0 10; Smax 1000000; p 0.550000; temps moyen 11515.260053 p' 0.870342
X0 5; Y0 10; Smax 1000000; p 0.650000; temps moyen 51941.043748 p' 0.753460
X0 5; Y0 10; Smax 1000000; p 0.750000; temps moyen 70307.578343 p' 0.400007
X0 5; Y0 10; Smax 1000000; p 0.850000; temps moyen 78409.606665 p' 0.100221
X0 5; Y0 10; Smax 1000000; p 0.950000; temps moyen 52382.740787 p' 0.012985
X0 10; Y0 0; Smax 1000000; p 0.050000; temps moyen 933.978668 p' 0.988519
X0 10; Y0 0; Smax 1000000; p 0.150000; temps moyen 2123.157682 p' 0.969160
X0 10; Y0 0; Smax 1000000; p 0.250000; temps moyen 2798.168788 p' 0.950059
X0 10; Y0 0; Smax 1000000; p 0.350000; temps moyen 3122.943080 p' 0.930241
X0 10; Y0 0; Smax 1000000; p 0.450000; temps moyen 3669.627563 p' 0.910143
X0 10; Y0 0; Smax 1000000; p 0.550000; temps moyen 8377.734843 p' 0.878337
X0 10; Y0 0; Smax 1000000; p 0.650000; temps moyen 46714.628741 p' 0.768639
X0 10; Y0 0; Smax 1000000; p 0.750000; temps moyen 68898.552933 p' 0.416517
X0 10; Y0 0; Smax 1000000; p 0.850000; temps moyen 78618.839167 p' 0.104720
X0 10; Y0 0; Smax 1000000; p 0.950000; temps moyen 50335.395965 p' 0.011296
X0 10; Y0 1; Smax 1000000; p 0.050000; temps moyen 2734.008142 p' 0.941133
X0 10; Y0 1; Smax 1000000; p 0.150000; temps moyen 2941.079227 p' 0.936374
X0 10; Y0 1; Smax 1000000; p 0.250000; temps moyen 3147.604860 p' 0.927233
X0 10; Y0 1; Smax 1000000; p 0.350000; temps moyen 3504.733141 p' 0.918382
X0 10; Y0 1; Smax 1000000; p 0.450000; temps moyen 3845.509931 p' 0.904701
X0 10; Y0 1; Smax 1000000; p 0.550000; temps moyen 8877.648908 p' 0.875339
X0 10; Y0 1; Smax 1000000; p 0.650000; temps moyen 48168.152318 p' 0.762695
X0 10; Y0 1; Smax 1000000; p 0.750000; temps moyen 67985.281392 p' 0.420876
X0 10; Y0 1; Smax 1000000; p 0.850000; temps moyen 78136.838491 p' 0.106136
X0 10; Y0 1; Smax 1000000; p 0.950000; temps moyen 48833.997819 p' 0.011940
X0 10; Y0 2; Smax 1000000; p 0.050000; temps moyen 3186.482553 p' 0.933242
X0 10; Y0 2; Smax 1000000; p 0.150000; temps moyen 3378.086054 p' 0.927451
X0 10; Y0 2; Smax 1000000; p 0.250000; temps moyen 3375.587224 p' 0.919382
X0 10; Y0 2; Smax 1000000; p 0.350000; temps moyen 3600.303929 p' 0.915270
X0 10; Y0 2; Smax 1000000; p 0.450000; temps moyen 3902.448919 p' 0.903545
X0 10; Y0 2; Smax 1000000; p 0.550000; temps moyen 9617.505548 p' 0.876549
X0 10; Y0 2; Smax 1000000; p 0.650000; temps moyen 47601.304454 p' 0.760540
X0 10; Y0 2; Smax 1000000; p 0.750000; temps moyen 65098.758895 p' 0.422952
X0 10; Y0 2; Smax 1000000; p 0.850000; temps moyen 73661.060339 p' 0.105902
X0 10; Y0 2; Smax 1000000; p 0.950000; temps moyen 50812.250064 p' 0.012731
X0 10; Y0 5; Smax 1000000; p 0.050000; temps moyen 3439.040290 p' 0.933975
X0 10; Y0 5; Smax 1000000; p 0.150000; temps moyen 3443.332420 p' 0.929245
X0 10; Y0 5; Smax 1000000; p 0.250000; temps moyen 3559.617660 p' 0.919792
X0 10; Y0 5; Smax 1000000; p 0.350000; temps moyen 3798.499320 p' 0.914824
X0 10; Y0 5; Smax 1000000; p 0.450000; temps moyen 4262.815124 p' 0.902350
X0 10; Y0 5; Smax 1000000; p 0.550000; temps moyen 11510.288052 p' 0.871527
X0 10; Y0 5; Smax 1000000; p 0.650000; temps moyen 50103.298897 p' 0.756862
X0 10; Y0 5; Smax 1000000; p 0.750000; temps moyen 67791.416927 p' 0.406855
X0 10; Y0 5; Smax 1000000; p 0.850000; temps moyen 75060.805661 p' 0.104085
X0 10; Y0 5; Smax 1000000; p 0.950000; temps moyen 48619.612038 p' 0.012871
X0 10; Y0 10; Smax 1000000; p 0.050000; temps moyen 3571.662843 p' 0.932874
X0 10; Y0 10; Smax 1000000; p 0.150000; temps moyen 3611.497568 p' 0.928428
X0 10; Y0 10; Smax 1000000; p 0.250000; temps moyen 4032.474951 p' 0.917913
X0 10; Y0 10; Smax 1000000; p 0.350000; temps moyen 3978.302965 p' 0.911048
X0 10; Y0 10; Smax 1000000; p 0.450000; temps moyen 5073.964422 p' 0.900667
X0 10; Y0 10; Smax 1000000; p 0.550000; temps moyen 15690.748526 p' 0.867139
X0 10; Y0 10; Smax 1000000; p 0.650000; temps moyen 55775.598222 p' 0.742712
X0 10; Y0 10; Smax 1000000; p 0.750000; temps moyen 79209.076641 p' 0.365231
X0 10; Y0 10; Smax 1000000; p 0.850000; temps moyen 86739.734248 p' 0.091084
X0 10; Y0 10; Smax 1000000; p 0.950000; temps moyen 52924.200117 p' 0.011126
X0 0; Y0 0; Smax 10000000; p 0.050000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 10000000; p 0.150000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 10000000; p 0.250000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 10000000; p 0.350000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 10000000; p 0.450000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 10000000; p 0.550000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 10000000; p 0.650000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 10000000; p 0.750000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 10000000; p 0.850000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 10000000; p 0.950000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 1; Smax 10000000; p 0.050000; temps moyen 819.534991 p' 0.985560
X0 0; Y0 1; Smax 10000000; p 0.150000; temps moyen 3238.872197 p' 0.959121
X0 0; Y0 1; Smax 10000000; p 0.250000; temps moyen 4414.412504 p' 0.948255
X0 0; Y0 1; Smax 10000000; p 0.350000; temps moyen 6987.106511 p' 0.942904
X0 0; Y0 1; Smax 10000000; p 0.450000; temps moyen 8177.511874 p' 0.922214
X0 0; Y0 1; Smax 10000000; p 0.550000; temps moyen 12146.253461 p' 0.890150
X0 0; Y0 1; Smax 10000000; p 0.650000; temps moyen 20633.624388 p' 0.854421
X0 0; Y0 1; Smax 10000000; p 0.750000; temps moyen 202097.325719 p' 0.746465
X0 0; Y0 1; Smax 10000000; p 0.850000; temps moyen 195170.429885 p' 0.436042
X0 0; Y0 1; Smax 10000000; p 0.950000; temps moyen 140262.364199 p' 0.126276
X0 0; Y0 2; Smax 10000000; p 0.050000; temps moyen 1471.728579 p' 0.989342
X0 0; Y0 2; Smax 10000000; p 0.150000; temps moyen 3810.855507 p' 0.975664
X0 0; Y0 2; Smax 10000000; p 0.250000; temps moyen 6315.846397 p' 0.956790
X0 0; Y0 2; Smax 10000000; p 0.350000; temps moyen 8276.650217 p' 0.932741
X0 0; Y0 2; Smax 10000000; p 0.450000; temps moyen 10903.882925 p' 0.905645
X0 0; Y0 2; Smax 10000000; p 0.550000; temps moyen 14379.806976 p' 0.869590
X0 0; Y0 2; Smax 10000000; p 0.650000; temps moyen 31121.936196 p' 0.830996
X0 0; Y0 2; Smax 10000000; p 0.750000; temps moyen 226279.626030 p' 0.643991
X0 0; Y0 2; Smax 10000000; p 0.850000; temps moyen 321717.698267 p' 0.277995
X0 0; Y0 2; Smax 10000000; p 0.950000; temps moyen 182989.159840 p' 0.048958
X0 0; Y0 5; Smax 10000000; p 0.050000; temps moyen 2751.233491 p' 0.986999
X0 0; Y0 5; Smax 10000000; p 0.150000; temps moyen 6221.077156 p' 0.966146
X0 0; Y0 5; Smax 10000000; p 0.250000; temps moyen 8836.028470 p' 0.943529
X0 0; Y0 5; Smax 10000000; p 0.350000; temps moyen 10475.522930 p' 0.921888
X0 0; Y0 5; Smax 10000000; p 0.450000; temps moyen 12761.659619 p' 0.899805
X0 0; Y0 5; Smax 10000000; p 0.550000; temps moyen 16206.130534 p' 0.866133
X0 0; Y0 5; Smax 10000000; p 0.650000; temps moyen 66253.121967 p' 0.810072
X0 0; Y0 5; Smax 10000000; p 0.750000; temps moyen 321300.840813 p' 0.525293
X0 0; Y0 5; Smax 10000000; p 0.850000; temps moyen 329603.653436 p' 0.162383
X0 0; Y0 5; Smax 10000000; p 0.950000; temps moyen 137592.077664 p' 0.020286
X0 0; Y0 10; Smax 10000000; p 0.050000; temps moyen 3593.132031 p' 0.982253
X0 0; Y0 10; Smax 10000000; p 0.150000; temps moyen 8012.516094 p' 0.957513
X0 0; Y0 10; Smax 10000000; p 0.250000; temps moyen 10765.524853 p' 0.937923
X0 0; Y0 10; Smax 10000000; p 0.350000; temps moyen 11994.534567 p' 0.918724
X0 0; Y0 10; Smax 10000000; p 0.450000; temps moyen 12813.808922 p' 0.897526
X0 0; Y0 10; Smax 10000000; p 0.550000; temps moyen 16115.763131 p' 0.866940
X0 0; Y0 10; Smax 10000000; p 0.650000; temps moyen 127807.709381 p' 0.802839
X0 0; Y0 10; Smax 10000000; p 0.750000; temps moyen 528390.245294 p' 0.454069
X0 0; Y0 10; Smax 10000000; p 0.850000; temps moyen 623425.012335 p' 0.122448
X0 0; Y0 10; Smax 10000000; p 0.950000; temps moyen 136422.268278 p' 0.010775
X0 1; Y0 0; Smax 10000000; p 0.050000; temps moyen 650.457028 p' 0.988027
X0 1; Y0 0; Smax 10000000; p 0.150000; temps moyen 2455.061211 p' 0.960645
X0 1; Y0 0; Smax 10000000; p 0.250000; temps moyen 4565.762717 p' 0.950977
X0 1; Y0 0; Smax 10000000; p 0.350000; temps moyen 6372.422366 p' 0.942376
X0 1; Y0 0; Smax 10000000; p 0.450000; temps moyen 9141.577340 p' 0.922988
X0 1; Y0 0; Smax 10000000; p 0.550000; temps moyen 12757.572314 p' 0.893281
X0 1; Y0 0; Smax 10000000; p 0.650000; temps moyen 20890.679974 p' 0.851250
X0 1; Y0 0; Smax 10000000; p 0.750000; temps moyen 196028.677173 p' 0.743594
X0 1; Y0 0; Smax 10000000; p 0.850000; temps moyen 168756.250022 p' 0.441940
X0 1; Y0 0; Smax 10000000; p 0.950000; temps moyen 126479.002359 p' 0.126927
X0 1; Y0 1; Smax 10000000; p 0.050000; temps moyen 8644.396846 p' 0.952038
X0 1; Y0 1; Smax 10000000; p 0.150000; temps moyen 8495.895702 p' 0.945306
X0 1; Y0 1; Smax 10000000; p 0.250000; temps moyen 8948.881766 p' 0.933659
X0 1; Y0 1; Smax 10000000; p 0.350000; temps moyen 10141.061627 p' 0.921934
X0 1; Y0 1; Smax 10000000; p 0.450000; temps moyen 11176.289711 p' 0.901400
X0 1; Y0 1; Smax 10000000; p 0.550000; temps moyen 14775.850095 p' 0.871126
X0 1; Y0 1; Smax 10000000; p 0.650000; temps moyen 25787.676889 p' 0.835345
X0 1; Y0 1; Smax 10000000; p 0.750000; temps moyen 179850.529563 p' 0.679486
X0 1; Y0 1; Smax 10000000; p 0.850000; temps moyen 183363.344208 p' 0.355228
X0 1; Y0 1; Smax 10000000; p 0.950000; temps moyen 179128.276717 p' 0.095098
X0 1; Y0 2; Smax 10000000; p 0.050000; temps moyen 10977.987231 p' 0.947344
X0 1; Y0 2; Smax 10000000; p 0.150000; temps moyen 10452.683854 p' 0.939043
X0 1; Y0 2; Smax 10000000; p 0.250000; temps moyen 11713.222683 p' 0.925443
X0 1; Y0 2; Smax 10000000; p 0.350000; temps moyen 12056.222840 p' 0.914974
X0 1; Y0 2; Smax 10000000; p 0.450000; temps moyen 11533.523519 p' 0.897298
X0 1; Y0 2; Smax 10000000; p 0.550000; temps moyen 14922.113560 p' 0.871536
X0 1; Y0 2; Smax 10000000; p 0.650000; temps moyen 37153.934773 p' 0.822949
X0 1; Y0 2; Smax 10000000; p 0.750000; temps moyen 253736.315234 p' 0.632344
X0 1; Y0 2; Smax 10000000; p 0.850000; temps moyen 282686.973614 p' 0.283750
X0 1; Y0 2; Smax 10000000; p 0.950000; temps moyen 184392.674620 p' 0.058665
X0 1; Y0 5; Smax 10000000; p 0.050000; temps moyen 11773.210761 p' 0.940202
X0 1; Y0 5; Smax 10000000; p 0.150000; temps moyen 12524.012904 p' 0.931354
X0 1; Y0 5; Smax 10000000; p 0.250000; temps moyen 12953.961839 p' 0.919551
X0 1; Y0 5; Smax 10000000; p 0.350000; temps moyen 12768.300388 p' 0.910410
X0 1; Y0 5; Smax 10000000; p 0.450000; temps moyen 11780.588344 p' 0.897891
X0 1; Y0 5; Smax 10000000; p 0.550000; temps moyen 15432.651293 p' 0.865566
X0 1; Y0 5; Smax 10000000; p 0.650000; temps moyen 69515.720781 p' 0.812116
X0 1; Y0 5; Smax 10000000; p 0.750000; temps moyen 329483.059268 p' 0.524414
X0 1; Y0 5; Smax 10000000; p 0.850000; temps moyen 312262.040938 p' 0.165391
X0 1; Y0 5; Smax 10000000; p 0.950000; temps moyen 106562.518146 p' 0.023320
X0 1; Y0 10; Smax 10000000; p 0.050000; temps moyen 12680.297472 p' 0.935312
X0 1; Y0 10; Smax 10000000; p 0.150000; temps moyen 12760.151177 p' 0.927832
X0 1; Y0 10; Smax 10000000; p 0.250000; temps moyen 12674.845403 p' 0.917285
X0 1; Y0 10; Smax 10000000; p 0.350000; temps moyen 13452.376305 p' 0.906497
X0 1; Y0 10; Smax 10000000; p 0.450000; temps moyen 13869.233896 p' 0.893216
X0 1; Y0 10; Smax 10000000; p 0.550000; temps moyen 17713.691259 p' 0.865853
X0 1; Y0 10; Smax 10000000; p 0.650000; temps moyen 138810.075346 p' 0.797708
X0 1; Y0 10; Smax 10000000; p 0.750000; temps moyen 519333.995403 p' 0.456003
X0 1; Y0 10; Smax 10000000; p 0.850000; temps moyen 589884.015973 p' 0.128802
X0 1; Y0 10; Smax 10000000; p 0.950000; temps moyen 155779.788484 p' 0.011081
X0 2; Y0 0; Smax 10000000; p 0.050000; temps moyen 1429.779519 p' 0.987839
X0 2; Y0 0; Smax 10000000; p 0.150000; temps moyen 4105.390287 p' 0.976745
X0 2; Y0 0; Smax 10000000; p 0.250000; temps moyen 5688.152641 p' 0.959154
X0 2; Y0 0; Smax 10000000; p 0.350000; temps moyen 7904.754968 p' 0.935970
X0 2; Y0 0; Smax 10000000; p 0.450000; temps moyen 10773.558236 p' 0.905814
X0 2; Y0 0; Smax 10000000; p 0.550000; temps moyen 15295.246339 p' 0.869661
X0 2; Y0 0; Smax 10000000; p 0.650000; temps moyen 30565.565558 p' 0.829069
X0 2; Y0 0; Smax 10000000; p 0.750000; temps moyen 219732.146829 p' 0.641426
X0 2; Y0 0; Smax 10000000; p 0.850000; temps moyen 278989.654979 p' 0.287799
X0 2; Y0 0; Smax 10000000; p 0.950000; temps moyen 149529.361418 p' 0.048835
X0 2; Y0 1; Smax 10000000; p 0.050000; temps moyen 9619.912598 p' 0.946146
X0 2; Y0 1; Smax 10000000; p 0.150000; temps moyen 9831.731422 p' 0.939362
X0 2; Y0 1; Smax 10000000; p 0.250000; temps moyen 10595.934789 p' 0.928171
X0 2; Y0 1; Smax 10000000; p 0.350000; temps moyen 10655.401725 p' 0.917721
X0 2; Y0 1; Smax 10000000; p 0.450000; temps moyen 11677.145176 p' 0.899499
X0 2; Y0 1; Smax 10000000; p 0.550000; temps moyen 14122.219620 p' 0.867266
X0 2; Y0 1; Smax 10000000; p 0.650000; temps moyen 36626.701430 p' 0.826595
X0 2; Y0 1; Smax 10000000; p 0.750000; temps moyen 239723.260793 p' 0.632135
X0 2; Y0 1; Smax 10000000; p 0.850000; temps moyen 273451.965068 p' 0.286641
X0 2; Y0 1; Smax 10000000; p 0.950000; temps moyen 155799.242809 p' 0.057487
X0 2; Y0 2; Smax 10000000; p 0.050000; temps moyen 12479.057511 p' 0.936530
X0 2; Y0 2; Smax 10000000; p 0.150000; temps moyen 12740.039748 p' 0.928385
X0 2; Y0 2; Smax 10000000; p 0.250000; temps moyen 14181.098323 p' 0.919785
X0 2; Y0 2; Smax 10000000; p 0.350000; temps moyen 12921.302388 p' 0.913197
X0 2; Y0 2; Smax 10000000; p 0.450000; temps moyen 12042.253974 p' 0.894121
X0 2; Y0 2; Smax 10000000; p 0.550000; temps moyen 15863.578717 p' 0.868503
X0 2; Y0 2; Smax 10000000; p 0.650000; temps moyen 45633.353574 p' 0.816348
X0 2; Y0 2; Smax 10000000; p 0.750000; temps moyen 297336.315100 p' 0.600215
X0 2; Y0 2; Smax 10000000; p 0.850000; temps moyen 325949.394331 p' 0.258151
X0 2; Y0 2; Smax 10000000; p 0.950000; temps moyen 126901.069557 p' 0.045957
X0 2; Y0 5; Smax 10000000; p 0.050000; temps moyen 14236.529651 p' 0.930215
X0 2; Y0 5; Smax 10000000; p 0.150000; temps moyen 13027.000112 p' 0.926966
X0 2; Y0 5; Smax 10000000; p 0.250000; temps moyen 12584.139394 p' 0.916400
X0 2; Y0 5; Smax 10000000; p 0.350000; temps moyen 12162.391233 p' 0.907272
X0 2; Y0 5; Smax 10000000; p 0.450000; temps moyen 13028.231382 p' 0.895208
X0 2; Y0 5; Smax 10000000; p 0.550000; temps moyen 14826.514910 p' 0.867376
X0 2; Y0 5; Smax 10000000; p 0.650000; temps moyen 75998.366176 p' 0.803880
X0 2; Y0 5; Smax 10000000; p 0.750000; temps moyen 332235.336853 p' 0.519707
X0 2; Y0 5; Smax 10000000; p 0.850000; temps moyen 291881.676077 p' 0.169271
X0 2; Y0 5; Smax 10000000; p 0.950000; temps moyen 138075.794326 p' 0.023867
X0 2; Y0 10; Smax 10000000; p 0.050000; temps moyen 12757.813016 p' 0.928874
X0 2; Y0 10; Smax 10000000; p 0.150000; temps moyen 12937.838774 p' 0.922454
X0 2; Y0 10; Smax 10000000; p 0.250000; temps moyen 13623.582979 p' 0.914316
X0 2; Y0 10; Smax 10000000; p 0.350000; temps moyen 13708.272586 p' 0.904531
X0 2; Y0 10; Smax 10000000; p 0.450000; temps moyen 13707.198420 p' 0.891549
X0 2; Y0 10; Smax 10000000; p 0.550000; temps moyen 18126.826920 p' 0.866654
X0 2; Y0 10; Smax 10000000; p 0.650000; temps moyen 132239.145545 p' 0.798724
X0 2; Y0 10; Smax 10000000; p 0.750000; temps moyen 474218.288155 p' 0.448164
X0 2; Y0 10; Smax 10000000; p 0.850000; temps moyen 558474.874838 p' 0.130768
X0 2; Y0 10; Smax 10000000; p 0.950000; temps moyen 145982.006615 p' 0.011810
X0 5; Y0 0; Smax 10000000; p 0.050000; temps moyen 2514.834966 p' 0.989850
X0 5; Y0 0; Smax 10000000; p 0.150000; temps moyen 5749.471432 p' 0.967741
X0 5; Y0 0; Smax 10000000; p 0.250000; temps moyen 8348.600014 p' 0.947298
X0 5; Y0 0; Smax 10000000; p 0.350000; temps moyen 9590.870484 p' 0.925820
X0 5; Y0 0; Smax 10000000; p 0.450000; temps moyen 11984.901741 p' 0.899909
X0 5; Y0 0; Smax 10000000; p 0.550000; temps moyen 16503.573669 p' 0.867656
X0 5; Y0 0; Smax 10000000; p 0.650000; temps moyen 66023.436852 p' 0.811230
X0 5; Y0 0; Smax 10000000; p 0.750000; temps moyen 340736.514753 p' 0.526016
X0 5; Y0 0; Smax 10000000; p 0.850000; temps moyen 290163.243626 p' 0.162904
X0 5; Y0 0; Smax 10000000; p 0.950000; temps moyen 136139.585110 p' 0.021074
X0 5; Y0 1; Smax 10000000; p 0.050000; temps moyen 11619.913734 p' 0.940046
X0 5; Y0 1; Smax 10000000; p 0.150000; temps moyen 10176.619144 p' 0.931478
X0 5; Y0 1; Smax 10000000; p 0.250000; temps moyen 11622.718295 p' 0.923066
X0 5; Y0 1; Smax 10000000; p 0.350000; temps moyen 12457.240037 p' 0.914004
X0 5; Y0 1; Smax 10000000; p 0.450000; temps moyen 12221.560468 p' 0.896432
X0 5; Y0 1; Smax 10000000; p 0.550000; temps moyen 15050.867969 p' 0.867012
X0 5; Y0 1; Smax 10000000; p 0.650000; temps moyen 70937.712953 p' 0.813509
X0 5; Y0 1; Smax 10000000; p 0.750000; temps moyen 323985.703509 p' 0.530599
X0 5; Y0 1; Smax 10000000; p 0.850000; temps moyen 291139.733718 p' 0.173639
X0 5; Y0 1; Smax 10000000; p 0.950000; temps moyen 158245.059666 p' 0.024551
X0 5; Y0 2; Smax 10000000; p 0.050000; temps moyen 12263.538996 p' 0.931419
X0 5; Y0 2; Smax 10000000; p 0.150000; temps moyen 14522.956959 p' 0.925111
X0 5; Y0 2; Smax 10000000; p 0.250000; temps moyen 13641.940398 p' 0.916999
X0 5; Y0 2; Smax 10000000; p 0.350000; temps moyen 13571.555204 p' 0.908262
X0 5; Y0 2; Smax 10000000; p 0.450000; temps moyen 12630.278007 p' 0.892279
X0 5; Y0 2; Smax 10000000; p 0.550000; temps moyen 15409.026394 p' 0.866764
X0 5; Y0 2; Smax 10000000; p 0.650000; temps moyen 72853.077551 p' 0.810286
